HGNC ID	Approved symbol	Approved name
HGNC:5364	IDDM10~withdrawn	symbol withdrawn, see IL2RA
HGNC:5365	IDDM11	insulin dependent diabetes mellitus 11
HGNC:5366	IDDM12~withdrawn	symbol withdrawn, see CTLA4
HGNC:5367	IDDM13	insulin dependent diabetes mellitus 13
HGNC:5368	IDDM14	insulin dependent diabetes mellitus 14
HGNC:5369	IDDM15	insulin dependent diabetes mellitus 15
HGNC:5370	IDDM16	insulin dependent diabetes mellitus 16
HGNC:5371	IDDM17	insulin dependent diabetes mellitus 17
HGNC:5372	IDDM18	insulin dependent diabetes mellitus 18
HGNC:5381	IDE	insulin degrading enzyme
HGNC:5382	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
HGNC:40292	IDH1-AS1	IDH1 antisense RNA 1
HGNC:5383	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
HGNC:53154	IDH2-DT	IDH2 divergent transcript
HGNC:5384	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
HGNC:5385	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
HGNC:5386	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
HGNC:5387	IDI1	isopentenyl-diphosphate delta isomerase 1
HGNC:23487	IDI2	isopentenyl-diphosphate delta isomerase 2
HGNC:30885	IDI2-AS1	IDI2 antisense RNA 1
HGNC:31367	IDNK	IDNK gluconokinase
HGNC:5388	IDO~withdrawn	symbol withdrawn, see IDO1
HGNC:6059	IDO1	indoleamine 2,3-dioxygenase 1
HGNC:27269	IDO2	indoleamine 2,3-dioxygenase 2
HGNC:5389	IDS	iduronate 2-sulfatase
HGNC:5390	IDSP1	iduronate 2-sulfatase pseudogene 1
HGNC:5391	IDUA	iduronidase alpha-L-
HGNC:28871	IER2	immediate early response 2
HGNC:5392	IER3	immediate early response 3
HGNC:53629	IER3-AS1	IER3 antisense RNA 1
HGNC:18550	IER3IP1	immediate early response 3 interacting protein 1
HGNC:5393	IER5	immediate early response 5
HGNC:23679	IER5L	immediate early response 5 like
HGNC:24970	IFFO1	intermediate filament family orphan 1
HGNC:27006	IFFO2	intermediate filament family orphan 2
HGNC:5400	IFI4~withdrawn	symbol withdrawn, see ADAR
HGNC:4054	IFI6	interferon alpha inducible protein 6
HGNC:5395	IFI16	interferon gamma inducible protein 16
HGNC:5396	IFI17~withdrawn	symbol withdrawn, see IFITM1
HGNC:5397	IFI27	interferon alpha inducible protein 27
HGNC:19754	IFI27L1	interferon alpha inducible protein 27 like 1
HGNC:19753	IFI27L2	interferon alpha inducible protein 27 like 2
HGNC:5398	IFI30	IFI30 lysosomal thiol reductase
HGNC:5399	IFI35	interferon induced protein 35
HGNC:16938	IFI44	interferon induced protein 44
HGNC:17817	IFI44L	interferon induced protein 44 like
HGNC:5402	IFI53~withdrawn	symbol withdrawn, see WARS
HGNC:5403	IFI54~withdrawn	symbol withdrawn, see IFIT2
HGNC:5404	IFI56~withdrawn	symbol withdrawn, see IFIT1
HGNC:5405	IFI56P~withdrawn	symbol withdrawn, see IFIT1P1
HGNC:5406	IFI75~withdrawn	symbol withdrawn, see SP110
HGNC:18873	IFIH1	interferon induced with helicase C domain 1
HGNC:5407	IFIT1	interferon induced protein with tetratricopeptide repeats 1
HGNC:23442	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B
HGNC:5408	IFIT1P1	interferon induced protein with tetratricopeptide repeats 1 pseudogene 1
HGNC:5409	IFIT2	interferon induced protein with tetratricopeptide repeats 2
HGNC:5411	IFIT3	interferon induced protein with tetratricopeptide repeats 3
HGNC:13328	IFIT5	interferon induced protein with tetratricopeptide repeats 5
HGNC:38020	IFIT6P	interferon induced protein with tetratricopeptide repeats 6, pseudogene
HGNC:5412	IFITM1	interferon induced transmembrane protein 1
HGNC:5413	IFITM2	interferon induced transmembrane protein 2
HGNC:5414	IFITM3	interferon induced transmembrane protein 3
HGNC:21669	IFITM4P	interferon induced transmembrane protein 4 pseudogene
HGNC:16644	IFITM5	interferon induced transmembrane protein 5
HGNC:32202	IFITM8P	interferon induced transmembrane protein 8 pseudogene
HGNC:33972	IFITM9P	interferon induced transmembrane protein 9 pseudogene
HGNC:40022	IFITM10	interferon induced transmembrane protein 10
HGNC:5415	IFN1@~withdrawn	entry withdrawn
HGNC:5416	IFNA~withdrawn	symbol withdrawn, see IFN1@
HGNC:5417	IFNA1	interferon alpha 1
HGNC:5423	IFNA2	interferon alpha 2
HGNC:5425	IFNA4	interferon alpha 4
HGNC:5426	IFNA5	interferon alpha 5
HGNC:5427	IFNA6	interferon alpha 6
HGNC:5428	IFNA7	interferon alpha 7
HGNC:5429	IFNA8	interferon alpha 8
HGNC:5418	IFNA10	interferon alpha 10
HGNC:5442	IFNA11P	interferon alpha 11, pseudogene
HGNC:5443	IFNA12P	interferon alpha 12, pseudogene
HGNC:5419	IFNA13	interferon alpha 13
HGNC:5420	IFNA14	interferon alpha 14
HGNC:5421	IFNA16	interferon alpha 16
HGNC:5422	IFNA17	interferon alpha 17
HGNC:5444	IFNA20P	interferon alpha 20, pseudogene
HGNC:5424	IFNA21	interferon alpha 21
HGNC:5431	IFNA22P	interferon alpha 22, pseudogene
HGNC:5430	IFNAI1~withdrawn	symbol withdrawn, see IFIT1
HGNC:5432	IFNAR1	interferon alpha and beta receptor subunit 1
HGNC:5433	IFNAR2	interferon alpha and beta receptor subunit 2
HGNC:5434	IFNB1	interferon beta 1
HGNC:5435	IFNB2~withdrawn	symbol withdrawn, see IL6
HGNC:5436	IFNB3~withdrawn	entry withdrawn
HGNC:5437	IFNBR~withdrawn	entry withdrawn
HGNC:18163	IFNE	interferon epsilon
HGNC:5438	IFNG	interferon gamma
HGNC:43910	IFNG-AS1	IFNG antisense RNA 1
HGNC:5439	IFNGR1	interferon gamma receptor 1
HGNC:5440	IFNGR2	interferon gamma receptor 2
HGNC:5441	IFNGT1~withdrawn	symbol withdrawn, see IFNGR2
HGNC:21714	IFNK	interferon kappa
HGNC:18363	IFNL1	interferon lambda 1
HGNC:18364	IFNL2	interferon lambda 2
HGNC:18365	IFNL3	interferon lambda 3
HGNC:44483	IFNL3P1	interferon lambda 3 pseudogene 1
HGNC:44480	IFNL4	interferon lambda 4 (gene/pseudogene)
HGNC:45090	IFNL4P1	interferon lambda 4 pseudogene 1
HGNC:18584	IFNLR1	interferon lambda receptor 1
HGNC:32009	IFNNP1	interferon nu 1, pseudogene
HGNC:5445	IFNP23~withdrawn	entry withdrawn
HGNC:5446	IFNP24~withdrawn	entry withdrawn
HGNC:5447	IFNR	interferon production regulator
HGNC:5448	IFNW1	interferon omega 1
HGNC:5452	IFNWP2	interferon omega 1 pseudogene 2
HGNC:5453	IFNWP4	interferon omega 1 pseudogene 4
HGNC:5454	IFNWP5	interferon omega 1 pseudogene 5
HGNC:5455	IFNWP9	interferon omega 1 pseudogene 9
HGNC:5449	IFNWP15	interferon omega 1 pseudogene 15
HGNC:5450	IFNWP18	interferon omega 1 pseudogene 18
HGNC:5451	IFNWP19	interferon omega 1 pseudogene 19
HGNC:5456	IFRD1	interferon related developmental regulator 1
HGNC:5457	IFRD2	interferon related developmental regulator 2
HGNC:30989	IFT20	intraflagellar transport 20
HGNC:21895	IFT22	intraflagellar transport 22
HGNC:18626	IFT27	intraflagellar transport 27
HGNC:29669	IFT43	intraflagellar transport 43
HGNC:26146	IFT46	intraflagellar transport 46
HGNC:15901	IFT52	intraflagellar transport 52
HGNC:17367	IFT57	intraflagellar transport 57
HGNC:21424	IFT74	intraflagellar transport 74
HGNC:49806	IFT74-AS1	IFT74 antisense RNA 1
HGNC:29262	IFT80	intraflagellar transport 80
HGNC:14313	IFT81	intraflagellar transport 81
HGNC:20606	IFT88	intraflagellar transport 88
HGNC:13556	IFT122	intraflagellar transport 122
HGNC:29077	IFT140	intraflagellar transport 140
HGNC:30391	IFT172	intraflagellar transport 172
HGNC:5458	IGA~withdrawn	symbol withdrawn, see CD79A
HGNC:5459	IGAD1	immunoglobulin A (IgA) deficiency susceptibility 1
HGNC:5460	IGB~withdrawn	symbol withdrawn, see CD79B
HGNC:5461	IGBP1	immunoglobulin binding protein 1
HGNC:40295	IGBP1-AS1	IGBP1 antisense RNA 1
HGNC:40294	IGBP1-AS2	IGBP1 antisense RNA 2
HGNC:19709	IGBP1P1	immunoglobulin (CD79A) binding protein 1 pseudogene 1
HGNC:43611	IGBP1P2	immunoglobulin (CD79A) binding protein 1 pseudogene 2
HGNC:43612	IGBP1P3	immunoglobulin (CD79A) binding protein 1 pseudogene 3
HGNC:43613	IGBP1P4	immunoglobulin (CD79A) binding protein 1 pseudogene 4
HGNC:43614	IGBP1P5	immunoglobulin (CD79A) binding protein 1 pseudogene 5
HGNC:9700	IGDCC3	immunoglobulin superfamily DCC subclass member 3
HGNC:13770	IGDCC4	immunoglobulin superfamily DCC subclass member 4
HGNC:5462	IGER~withdrawn	symbol withdrawn, see MS4A2
HGNC:5463	IGES	immunoglobulin E concentration, serum
HGNC:5464	IGF1	insulin like growth factor 1
HGNC:5465	IGF1R	insulin like growth factor 1 receptor
HGNC:5466	IGF2	insulin like growth factor 2
HGNC:14062	IGF2-AS	IGF2 antisense RNA
HGNC:28866	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
HGNC:28867	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
HGNC:32674	IGF2BP2-AS1	IGF2BP2 antisense RNA 1
HGNC:28868	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
HGNC:5467	IGF2R	insulin like growth factor 2 receptor
HGNC:5468	IGFALS	insulin like growth factor binding protein acid labile subunit
HGNC:5469	IGFBP1	insulin like growth factor binding protein 1
HGNC:5471	IGFBP2	insulin like growth factor binding protein 2
HGNC:5472	IGFBP3	insulin like growth factor binding protein 3
HGNC:5473	IGFBP4	insulin like growth factor binding protein 4
HGNC:5474	IGFBP5	insulin like growth factor binding protein 5
HGNC:5475	IGFBP6	insulin like growth factor binding protein 6
HGNC:5476	IGFBP7	insulin like growth factor binding protein 7
HGNC:40296	IGFBP7-AS1	IGFBP7 antisense RNA 1
HGNC:5470	IGFBP10~withdrawn	symbol withdrawn, see CYR61
HGNC:20081	IGFBPL1	insulin like growth factor binding protein like 1
HGNC:24093	IGFL1	IGF like family member 1
HGNC:32956	IGFL1P1	IGF like family member 1 pseudogene 1
HGNC:32957	IGFL1P2	IGF like family member 1 pseudogene 2
HGNC:32929	IGFL2	IGF like family member 2
HGNC:52559	IGFL2-AS1	IGFL2 antisense RNA 1
HGNC:32930	IGFL3	IGF like family member 3
HGNC:32931	IGFL4	IGF like family member 4
HGNC:23620	IGFLR1	IGF like family receptor 1
HGNC:24607	IGFN1	immunoglobulin like and fibronectin type III domain containing 1
HGNC:5477	IGH	immunoglobulin heavy locus
HGNC:5478	IGHA1	immunoglobulin heavy constant alpha 1
HGNC:5479	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)
HGNC:5480	IGHD	immunoglobulin heavy constant delta
HGNC:5481	IGHD@~withdrawn	entry withdrawn
HGNC:5482	IGHD1-1	immunoglobulin heavy diversity 1-1
HGNC:5486	IGHD1-7	immunoglobulin heavy diversity 1-7
HGNC:5483	IGHD1-14	immunoglobulin heavy diversity 1-14 (non-functional)
HGNC:5484	IGHD1-20	immunoglobulin heavy diversity 1-20
HGNC:5485	IGHD1-26	immunoglobulin heavy diversity 1-26
HGNC:5487	IGHD1OR15-1A	immunoglobulin heavy diversity 1/OR15-1A (non-functional)
HGNC:5488	IGHD1OR15-1B	immunoglobulin heavy diversity 1/OR15-1B (non-functional)
HGNC:5490	IGHD2-2	immunoglobulin heavy diversity 2-2
HGNC:5492	IGHD2-8	immunoglobulin heavy diversity 2-8
HGNC:5489	IGHD2-15	immunoglobulin heavy diversity 2-15
HGNC:5491	IGHD2-21	immunoglobulin heavy diversity 2-21
HGNC:5493	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional)
HGNC:5494	IGHD2OR15-2B	immunoglobulin heavy diversity 2/OR15-2B (non-functional)
HGNC:5498	IGHD3-3	immunoglobulin heavy diversity 3-3
HGNC:5499	IGHD3-9	immunoglobulin heavy diversity 3-9
HGNC:5495	IGHD3-10	immunoglobulin heavy diversity 3-10
HGNC:5496	IGHD3-16	immunoglobulin heavy diversity 3-16
HGNC:5497	IGHD3-22	immunoglobulin heavy diversity 3-22
HGNC:5500	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional)
HGNC:5501	IGHD3OR15-3B	immunoglobulin heavy diversity 3/OR15-3B (non-functional)
HGNC:5505	IGHD4-4	immunoglobulin heavy diversity 4-4
HGNC:5502	IGHD4-11	immunoglobulin heavy diversity 4-11 (non-functional)
HGNC:5503	IGHD4-17	immunoglobulin heavy diversity 4-17
HGNC:5504	IGHD4-23	immunoglobulin heavy diversity 4-23 (non-functional)
HGNC:5506	IGHD4OR15-4A	immunoglobulin heavy diversity 4/OR15-4A (non-functional)
HGNC:5507	IGHD4OR15-4B	immunoglobulin heavy diversity 4/OR15-4B (non-functional)
HGNC:5511	IGHD5-5	immunoglobulin heavy diversity 5-5
HGNC:5508	IGHD5-12	immunoglobulin heavy diversity 5-12
HGNC:5509	IGHD5-18	immunoglobulin heavy diversity 5-18
HGNC:5510	IGHD5-24	immunoglobulin heavy diversity 5-24 (non-functional)
HGNC:5512	IGHD5OR15-5A	immunoglobulin heavy diversity 5/OR15-5A (non-functional)
HGNC:5513	IGHD5OR15-5B	immunoglobulin heavy diversity 5/OR15-5B (non-functional)
HGNC:5517	IGHD6-6	immunoglobulin heavy diversity 6-6
HGNC:5514	IGHD6-13	immunoglobulin heavy diversity 6-13
HGNC:5515	IGHD6-19	immunoglobulin heavy diversity 6-19
HGNC:5516	IGHD6-25	immunoglobulin heavy diversity 6-25
HGNC:5518	IGHD7-27	immunoglobulin heavy diversity 7-27
HGNC:5519	IGHDOR15@~withdrawn	entry withdrawn
HGNC:5520	IGHDY1~withdrawn	symbol withdrawn, see IGH
HGNC:5521	IGHDY2~withdrawn	entry withdrawn
HGNC:5522	IGHE	immunoglobulin heavy constant epsilon
HGNC:5523	IGHEP1	immunoglobulin heavy constant epsilon P1 (pseudogene)
HGNC:5524	IGHEP2	immunoglobulin heavy constant epsilon P2 (pseudogene)
HGNC:5525	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)
HGNC:5526	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)
HGNC:5527	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)
HGNC:5528	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)
HGNC:5529	IGHGP	immunoglobulin heavy constant gamma P (non-functional)
HGNC:5531	IGHJ@~withdrawn	entry withdrawn
HGNC:5530	IGHJ~withdrawn	symbol withdrawn, see IGHJ@
HGNC:5532	IGHJ1	immunoglobulin heavy joining 1
HGNC:5533	IGHJ1P	immunoglobulin heavy joining 1P (pseudogene)
HGNC:5534	IGHJ2	immunoglobulin heavy joining 2
HGNC:5535	IGHJ2P	immunoglobulin heavy joining 2P (pseudogene)
HGNC:5536	IGHJ3	immunoglobulin heavy joining 3
HGNC:5537	IGHJ3P	immunoglobulin heavy joining 3P (pseudogene)
HGNC:5538	IGHJ4	immunoglobulin heavy joining 4
HGNC:5539	IGHJ5	immunoglobulin heavy joining 5
HGNC:5540	IGHJ6	immunoglobulin heavy joining 6
HGNC:5541	IGHM	immunoglobulin heavy constant mu
HGNC:5542	IGHMBP2	immunoglobulin mu DNA binding protein 2
HGNC:5543	IGHR~withdrawn	entry withdrawn
HGNC:5545	IGHV@~withdrawn	entry withdrawn
HGNC:5544	IGHV~withdrawn	symbol withdrawn, see IGHV@
HGNC:5550	IGHV1-2	immunoglobulin heavy variable 1-2
HGNC:5552	IGHV1-3	immunoglobulin heavy variable 1-3
HGNC:5559	IGHV1-8	immunoglobulin heavy variable 1-8
HGNC:5546	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene)
HGNC:5547	IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene)
HGNC:5548	IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene)
HGNC:5549	IGHV1-18	immunoglobulin heavy variable 1-18
HGNC:5551	IGHV1-24	immunoglobulin heavy variable 1-24
HGNC:5560	IGHV1-38-4	immunoglobulin heavy variable 1-38-4 (non-functional)
HGNC:5553	IGHV1-45	immunoglobulin heavy variable 1-45
HGNC:5554	IGHV1-46	immunoglobulin heavy variable 1-46
HGNC:5555	IGHV1-58	immunoglobulin heavy variable 1-58
HGNC:5556	IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene)
HGNC:5557	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)
HGNC:5558	IGHV1-69	immunoglobulin heavy variable 1-69
HGNC:5562	IGHV1-69-2	immunoglobulin heavy variable 1-69-2
HGNC:49601	IGHV1-69D	immunoglobulin heavy variable 1-69D
HGNC:5561	IGHV1-E~withdrawn	symbol withdrawn, see IGHV1-69
HGNC:5563	IGHV1OR15-1	immunoglobulin heavy variable 1/OR15-1 (non-functional)
HGNC:5564	IGHV1OR15-2	immunoglobulin heavy variable 1/OR15-2 (pseudogene)
HGNC:5565	IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene)
HGNC:5566	IGHV1OR15-4	immunoglobulin heavy variable 1/OR15-4 (pseudogene)
HGNC:5567	IGHV1OR15-5	immunoglobulin heavy variable 1/OR15-5 (non-functional)
HGNC:5568	IGHV1OR15-6	immunoglobulin heavy variable 1/OR15-6 (pseudogene)
HGNC:5569	IGHV1OR15-9	immunoglobulin heavy variable 1/OR15-9 (non-functional)
HGNC:5570	IGHV1OR16-1	immunoglobulin heavy variable 1/OR16-1 (pseudogene)
HGNC:5571	IGHV1OR16-2	immunoglobulin heavy variable 1/OR16-2 (pseudogene)
HGNC:5572	IGHV1OR16-3	immunoglobulin heavy variable 1/OR16-3 (pseudogene)
HGNC:5573	IGHV1OR16-4	immunoglobulin heavy variable 1/OR16-4 (pseudogene)
HGNC:38040	IGHV1OR21-1	immunoglobulin heavy variable 1/OR21-1 (non-functional)
HGNC:5576	IGHV2-5	immunoglobulin heavy variable 2-5
HGNC:5574	IGHV2-10	immunoglobulin heavy variable 2-10 (pseudogene)
HGNC:5575	IGHV2-26	immunoglobulin heavy variable 2-26
HGNC:5577	IGHV2-70	immunoglobulin heavy variable 2-70
HGNC:49602	IGHV2-70D	immunoglobulin heavy variable 2-70D
HGNC:5578	IGHV2@~withdrawn	entry withdrawn
HGNC:5579	IGHV2OR16-5	immunoglobulin heavy variable 2/OR16-5 (non-functional)
HGNC:5613	IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene)
HGNC:5620	IGHV3-7	immunoglobulin heavy variable 3-7
HGNC:5628	IGHV3-9	immunoglobulin heavy variable 3-9
HGNC:5580	IGHV3-11	immunoglobulin heavy variable 3-11 (gene/pseudogene)
HGNC:5581	IGHV3-13	immunoglobulin heavy variable 3-13
HGNC:5582	IGHV3-15	immunoglobulin heavy variable 3-15
HGNC:5583	IGHV3-16	immunoglobulin heavy variable 3-16 (non-functional)
HGNC:5584	IGHV3-19	immunoglobulin heavy variable 3-19 (pseudogene)
HGNC:5585	IGHV3-20	immunoglobulin heavy variable 3-20
HGNC:5586	IGHV3-21	immunoglobulin heavy variable 3-21
HGNC:5587	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene)
HGNC:5588	IGHV3-23	immunoglobulin heavy variable 3-23
HGNC:5589	IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene)
HGNC:5590	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene)
HGNC:5591	IGHV3-30	immunoglobulin heavy variable 3-30
HGNC:5592	IGHV3-30-2	immunoglobulin heavy variable 3-30-2 (pseudogene)
HGNC:5593	IGHV3-30-3	immunoglobulin heavy variable 3-30-3
HGNC:5594	IGHV3-30-5	immunoglobulin heavy variable 3-30-5
HGNC:5595	IGHV3-32	immunoglobulin heavy variable 3-32 (pseudogene)
HGNC:5596	IGHV3-33	immunoglobulin heavy variable 3-33
HGNC:5597	IGHV3-33-2	immunoglobulin heavy variable 3-33-2 (pseudogene)
HGNC:5598	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional)
HGNC:5599	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene)
HGNC:5600	IGHV3-37	immunoglobulin heavy variable 3-37 (pseudogene)
HGNC:5601	IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional)
HGNC:5629	IGHV3-38-3	immunoglobulin heavy variable 3-38-3 (non-functional)
HGNC:5602	IGHV3-41	immunoglobulin heavy variable 3-41 (pseudogene)
HGNC:5603	IGHV3-42	immunoglobulin heavy variable 3-42 (pseudogene)
HGNC:5604	IGHV3-43	immunoglobulin heavy variable 3-43
HGNC:50322	IGHV3-43D	immunoglobulin heavy variable 3-43D
HGNC:5605	IGHV3-47	immunoglobulin heavy variable 3-47 (pseudogene)
HGNC:5606	IGHV3-48	immunoglobulin heavy variable 3-48
HGNC:5607	IGHV3-49	immunoglobulin heavy variable 3-49
HGNC:5608	IGHV3-50	immunoglobulin heavy variable 3-50 (pseudogene)
HGNC:5609	IGHV3-52	immunoglobulin heavy variable 3-52 (pseudogene)
HGNC:5610	IGHV3-53	immunoglobulin heavy variable 3-53
HGNC:5611	IGHV3-54	immunoglobulin heavy variable 3-54 (pseudogene)
HGNC:5612	IGHV3-57	immunoglobulin heavy variable 3-57 (pseudogene)
HGNC:5614	IGHV3-60	immunoglobulin heavy variable 3-60 (pseudogene)
HGNC:5615	IGHV3-62	immunoglobulin heavy variable 3-62 (pseudogene)
HGNC:5616	IGHV3-63	immunoglobulin heavy variable 3-63 (pseudogene)
HGNC:5617	IGHV3-64	immunoglobulin heavy variable 3-64
HGNC:49603	IGHV3-64D	immunoglobulin heavy variable 3-64D
HGNC:5618	IGHV3-65	immunoglobulin heavy variable 3-65 (pseudogene)
HGNC:5619	IGHV3-66	immunoglobulin heavy variable 3-66
HGNC:5631	IGHV3-69-1	immunoglobulin heavy variable 3-69-1 (pseudogene)
HGNC:5621	IGHV3-71	immunoglobulin heavy variable 3-71 (pseudogene)
HGNC:5622	IGHV3-72	immunoglobulin heavy variable 3-72
HGNC:5623	IGHV3-73	immunoglobulin heavy variable 3-73
HGNC:5624	IGHV3-74	immunoglobulin heavy variable 3-74
HGNC:5625	IGHV3-75	immunoglobulin heavy variable 3-75 (pseudogene)
HGNC:5626	IGHV3-76	immunoglobulin heavy variable 3-76 (pseudogene)
HGNC:5627	IGHV3-79	immunoglobulin heavy variable 3-79 (pseudogene)
HGNC:5630	IGHV3-G~withdrawn	symbol withdrawn, see IGHV3-71
HGNC:5632	IGHV3@~withdrawn	entry withdrawn
HGNC:5633	IGHV3OR15-7	immunoglobulin heavy variable 3/OR15-7 (pseudogene)
HGNC:5641	IGHV3OR16-6	immunoglobulin heavy variable 3/OR16-6 (pseudogene)
HGNC:5642	IGHV3OR16-7	immunoglobulin heavy variable 3/OR16-7 (pseudogene)
HGNC:5643	IGHV3OR16-8	immunoglobulin heavy variable 3/OR16-8 (non-functional)
HGNC:5644	IGHV3OR16-9	immunoglobulin heavy variable 3/OR16-9 (non-functional)
HGNC:5634	IGHV3OR16-10	immunoglobulin heavy variable 3/OR16-10 (non-functional)
HGNC:5635	IGHV3OR16-11	immunoglobulin heavy variable 3/OR16-11 (pseudogene)
HGNC:5636	IGHV3OR16-12	immunoglobulin heavy variable 3/OR16-12 (non-functional)
HGNC:5637	IGHV3OR16-13	immunoglobulin heavy variable 3/OR16-13 (non-functional)
HGNC:5638	IGHV3OR16-14	immunoglobulin heavy variable 3/OR16-14 (pseudogene)
HGNC:5639	IGHV3OR16-15	immunoglobulin heavy variable 3/OR16-15 (pseudogene)
HGNC:5640	IGHV3OR16-16	immunoglobulin heavy variable 3/OR16-16 (pseudogene)
HGNC:5652	IGHV4-4	immunoglobulin heavy variable 4-4
HGNC:5645	IGHV4-28	immunoglobulin heavy variable 4-28
HGNC:5646	IGHV4-30-1	immunoglobulin heavy variable 4-30-1
HGNC:5647	IGHV4-30-2	immunoglobulin heavy variable 4-30-2
HGNC:5648	IGHV4-30-4	immunoglobulin heavy variable 4-30-4
HGNC:5649	IGHV4-31	immunoglobulin heavy variable 4-31
HGNC:5650	IGHV4-34	immunoglobulin heavy variable 4-34
HGNC:5657	IGHV4-38-2	immunoglobulin heavy variable 4-38-2
HGNC:5651	IGHV4-39	immunoglobulin heavy variable 4-39
HGNC:5653	IGHV4-55	immunoglobulin heavy variable 4-55 (pseudogene)
HGNC:5654	IGHV4-59	immunoglobulin heavy variable 4-59
HGNC:5655	IGHV4-61	immunoglobulin heavy variable 4-61
HGNC:5656	IGHV4-80	immunoglobulin heavy variable 4-80 (pseudogene)
HGNC:5658	IGHV4OR15-8	immunoglobulin heavy variable 4/OR15-8 (non-functional)
HGNC:5661	IGHV5-10-1	immunoglobulin heavy variable 5-10-1
HGNC:5659	IGHV5-51	immunoglobulin heavy variable 5-51
HGNC:5660	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)
